business_id,country,business_creation_date,first_offer_creation_date,trailing_30d_sales_at_first_offer_creation_date,first_offer_amount,first_offer_interest_rate,first_view_timestamp,first_acceptance_date
849bef15-cb1d-4d87-bf94-ee3920568a12,UK,2018-07-19,2020-01-06,4349.67,7400.0,0.0515,2020-01-18 13:51:10,2020-01-27
c4845196-7a91-4f7b-8f0c-046b9cc76373,US,2016-01-30,,,,,,
fe2fd06f-3b32-458c-8a85-a5483f1090d4,UK,2018-08-20,2020-01-06,7349.51,4400.0,0.0603,2020-02-10 01:25:07,
1e6306be-5850-4493-bbd6-88a14ebfdf11,US,2018-04-01,,,,,,
050dfa41-a34f-47e5-a6a6-88bf774d3488,US,2019-03-07,2020-01-14,2014.13,2100.0,0.0803,2020-01-22 02:28:39,
c5c1acb5-f02c-4ba0-bf03-2314a49e748b,UK,2019-02-19,2020-01-17,1578.27,1600.0,0.0617,,
d17bc8fd-ea50-47dc-a3c5-6d0b496d9724,US,2018-08-23,2020-01-13,58646.19,40600.0,0.0594,2020-05-24 20:09:05,2020-05-30
bc3b2aa0-78ab-4c57-9465-640314955ccc,US,2018-07-19,2020-01-17,1501.04,1700.0,0.045,,
aa62f879-17f7-4eac-98b2-815a5342cd5b,UK,2018-09-23,,,,,,
253bd254-4e0a-4c85-afda-e14688c55766,US,2018-10-03,2020-01-26,2725.14,2000.0,0.0853,2020-02-05 13:56:25,
7e208ee3-cbbb-4a75-9254-dabf6ffe9264,UK,2016-04-27,2020-01-14,1532.59,1900.0,0.0841,,
e72cbf1a-4313-488d-96a6-0ec388266220,US,2017-03-15,,,,,,
1f6de1c7-689f-422b-8de3-61811d7dcfbc,US,2017-06-20,2020-01-12,114616.34,140400.0,0.0688,,
37c5f95c-6049-452f-96b3-3a24f0c2eb1e,US,2017-11-30,2020-01-14,128510.28,144900.0,0.0587,2020-03-10 19:40:28,
ff6d65eb-a8b2-4f94-806a-afd6a1d587e8,US,2018-06-25,2020-01-04,1529.13,1100.0,0.0584,2020-04-06 21:40:12,2020-04-14
3232b5d9-d601-45ef-bea3-3a3e0e5c5741,US,2017-07-27,2020-01-14,61141.22,113100.0,0.0866,,
42e18eec-ba89-46e9-84e1-54e8606f489a,US,2015-08-15,2020-01-05,136843.11,160900.0,0.0883,2020-01-09 01:55:00,
c8092ecc-332d-441c-a103-f257f6e41339,US,,2020-01-29,1500.0,2000.0,0.0674,2020-03-13 01:44:47,2020-03-23
cc01a342-d052-4199-99a5-00d667b374ef,UK,2018-09-06,,,,,,
08ea7adb-1a5c-4538-8e46-1bf51988d6b9,US,2018-03-16,2020-01-28,13302.94,18100.0,0.073,2020-02-11 21:56:09,2020-02-12
76442843-0979-48dc-977e-72934d8e42b8,US,2017-05-31,2020-01-10,22405.4,12100.0,0.0626,2020-03-04 20:47:13,2020-03-22
05ff4a95-e738-4da4-b39c-36b380dfe211,US,2018-02-21,2020-01-12,2747.01,2000.0,0.0548,,
d89ffbc5-785e-4a74-98e4-d7f0ba08f5d3,US,2018-08-23,,,,,,
359a4645-6db0-4128-9c73-4b9d030ca060,US,2016-10-04,2020-01-21,30825.45,51900.0,0.0437,2020-04-06 01:32:28,2020-04-07
cc3d0ea2-1be2-4de0-831a-e605fe6e71a8,US,2019-04-20,2020-01-23,78375.85,60400.0,0.0735,2020-02-20 07:40:19,2020-03-06
9758e8f4-1a67-4546-a6cb-aeee62680e89,US,2019-04-30,2020-01-15,2301.44,3200.0,0.0476,,
4cf566a1-4548-419c-aec2-19e5438fa130,UK,2016-04-01,2020-01-11,9971.54,12300.0,0.0785,,
20445902-32fe-4165-bebf-f054962c22e9,US,2017-05-06,2020-01-23,4394.76,8000.0,0.0688,2020-01-29 18:58:42,2020-01-29
0ce62669-09e8-445b-bd4b-e2e0420155a9,US,2015-10-04,2020-01-27,1539.72,700.0,0.0508,,
77e95808-9a08-4ff0-82d5-df931f1497ed,US,2017-10-03,,,,,,
c82c3d2b-77d2-4905-b877-2a064a24a9b9,US,2019-10-11,,,,,,
84e8b10b-0aa0-4218-9477-a8bc0c91beb0,US,2018-03-25,2020-01-08,17343.08,16500.0,0.0442,2020-02-17 13:00:01,2020-03-05
94d15f03-ff7a-459b-9a20-252a5e36b45b,UK,2018-01-23,,,,,,
3b3a9099-e7f8-473c-9751-dd8214f83d0e,UK,2017-09-27,2020-01-31,89919.71,38200.0,0.0539,,
457bedbb-ce86-4bbd-81d4-d7719c8225da,US,2019-09-07,,,,,,
8e7f3d33-e895-4030-bae1-252017725872,UK,2018-06-03,2020-01-06,1500.0,1400.0,0.0523,2020-01-17 09:26:20,2020-03-01
68504135-15a8-4dd2-bb51-4ffa1f0ff360,US,2019-04-23,,,,,,
d5cf2b5e-0f27-48f7-905d-0d9a1e95c014,US,2018-10-15,2020-01-01,1500.13,1400.0,0.0517,2020-01-10 14:32:05,2020-01-29
ebd3a6b8-d594-4dde-8673-a702d9b9d5f6,US,2017-12-11,,,,,,
f40416cf-0103-4ed7-9132-383e8bf3d8dc,UK,2017-09-07,2020-01-01,1525.22,2100.0,0.0425,,
2faa64cb-9d18-4b6c-b11b-075dccf888ba,US,2017-05-31,2020-01-21,13893.02,24600.0,0.0486,2020-02-04 13:37:49,2020-02-18
7bbb1fd1-7e81-40f1-b6a7-b1f07291140c,US,2017-01-01,2020-01-18,2865.53,900.0,0.0719,2020-03-08 15:18:39,2020-03-10
f4443bdc-b46b-455b-be82-09729f417483,US,2019-01-13,2020-01-30,56481.33,17700.0,0.0681,,
6b59ccaa-7cc5-46a2-9ab1-a9b5ff21b3f6,UK,2017-11-27,2020-01-15,29598.81,25100.0,0.0625,,
ba0abd39-adc0-453c-bcb6-6664ba5d0d00,US,2018-08-27,2020-01-18,11348.1,8200.0,0.0617,,
d9faba04-3072-4690-830b-84e65f0ac5e4,US,2018-06-11,2020-01-21,41864.9,50300.0,0.0692,2020-01-22 01:36:43,2020-02-20
fb0b5e60-60e0-4643-b479-df577e52ba53,US,2018-07-15,2020-01-30,114801.65,116900.0,0.0606,2020-02-27 00:02:06,2020-02-28
36087cb5-c1a9-4a07-a4b0-2800a42f6b92,US,2019-08-02,2020-01-02,30038.36,29700.0,0.0646,,
532af12d-26e2-418a-b938-230dd35170c1,US,2018-08-16,2020-01-02,86662.11,169900.0,0.0753,2020-02-13 04:12:06,
3c236557-1fe4-4627-8b62-2a65569c99d9,US,2019-03-25,2020-01-05,85796.06,137600.0,0.0504,2020-03-25 07:23:33,
f7cba3c9-0576-48c9-9279-afc213b57ecf,US,2018-10-16,2020-01-01,139241.32,209600.0,0.0555,,
0a15f6f0-63cf-4665-bb25-b4b2333178b5,US,2016-11-07,2020-01-21,36807.87,60600.0,0.0492,2020-02-19 22:57:33,
98645147-1f95-4436-8e0d-8f7c18ee5c76,US,2019-01-12,2020-01-22,25528.97,39300.0,0.0802,,
d5a55be4-d47a-4987-b8e3-1356fe87a3a0,US,2018-01-09,2020-01-23,3525.05,2600.0,0.0505,2020-02-03 08:26:17,
08b2d7e6-590b-49f1-904f-dbb1c7377962,US,2018-01-23,2020-01-04,62842.46,80700.0,0.0634,,
913f8c29-96f6-46ab-94e9-9ea0f8c17020,US,2019-05-01,2020-01-09,12712.33,14800.0,0.0559,,
75e8a3d0-6dca-479b-8427-f2424a4c3cbf,UK,2019-06-21,2020-01-07,79865.52,129100.0,0.0429,,
434a9333-4ea0-44ae-a452-55f2551d6a14,UK,2017-08-10,2020-01-19,58802.95,51200.0,0.0711,2020-02-04 16:48:32,2020-02-09
b219bb06-b142-4279-b864-320a31766312,UK,2015-07-07,2020-01-26,22406.31,23600.0,0.0747,,
9d22757a-4c14-4537-a3e7-e70f6aa8fde8,US,2018-01-19,2020-01-01,1500.77,700.0,0.0494,,
dcf37d09-3b22-436f-b17e-c5a8f76c434a,,2019-03-10,2020-01-20,28453.03,42900.0,0.0814,2020-03-06 15:01:16,2020-03-16
1fab86dd-d7cd-4f1d-92a3-0bdd8c0189c1,UK,2017-07-28,2020-01-15,1654.79,2400.0,0.0682,,
9e37c9f0-7945-44c1-b80b-af3064ad45b8,US,2017-02-09,,,,,,
fc021ba2-991d-4062-8cd5-025d52db69ed,US,2016-12-24,,,,,,
93e4d083-f89d-4c9a-9adc-f1c30345e221,US,2016-06-09,2020-01-27,141041.43,177800.0,0.0547,2020-03-22 01:12:07,2020-03-22
9c894000-4777-4423-b727-a9825e5c8c9e,US,2019-02-04,2020-01-26,56135.57,92000.0,0.0683,,
24bc4b6b-3a03-4c95-aef3-8c3f960a9983,US,2018-11-14,2020-01-12,45538.08,50800.0,0.0728,,
5d337e80-b014-4afd-803f-66ce626c1021,US,2018-02-28,2020-01-31,15261.12,18100.0,0.0647,,
fb1705ee-8d35-4979-95c1-e96de7248462,US,2018-06-18,2020-01-22,105124.92,116900.0,0.0682,2020-02-26 20:24:42,2020-02-29
a47b6a3e-5091-4e68-85d2-5461510fa354,US,2019-07-07,,,,,,
1f393806-6980-4a1d-b21b-5a4d96bba613,US,2018-05-09,2020-01-27,1500.0,600.0,0.0484,,
bdc22ee6-788f-4099-82f4-dca71feaff98,UK,2017-10-07,2020-01-25,16297.61,29200.0,0.0548,2020-03-02 22:37:24,2020-03-21
c085ad50-088f-4edd-9c1b-6a64a7b93989,US,2018-09-15,,,,,,
ab2711cb-95fa-4d51-8d1b-0cff8c15fc39,UK,2017-09-13,2020-01-24,2964.62,4100.0,0.0834,,
08d1dcd5-1664-484e-85c7-f1e02ad6c764,US,2017-09-07,2020-01-21,48041.58,30200.0,0.0751,2020-05-06 02:28:10,2020-05-24
86f0a682-b54f-49b2-9f9d-091a19d86e4c,US,2017-08-27,2020-01-20,1544.72,1500.0,0.0825,2020-03-13 18:52:20,
31d2070e-7e00-41d3-b54c-80b9f8f208cc,US,2018-11-05,,,,,,
aa5479ff-adc7-48df-be06-f1f874f46d46,US,2016-01-22,2020-01-29,1508.84,2400.0,0.0754,,
536383dd-c898-43bd-b167-48b43b721eaa,US,2017-09-23,2020-01-19,5548.14,6200.0,0.047,,
c1de087e-1856-468e-9557-a28805f6de4f,US,2017-03-05,2020-01-31,83376.97,32700.0,0.0837,,
371bd012-10d3-4540-a492-c17ce5a29736,US,2018-02-28,2020-01-28,2928.58,2800.0,0.0539,,
54112010-4cb2-417b-9e55-8851f601a091,US,2016-06-05,2020-01-29,4743.32,7300.0,0.0573,2020-03-12 21:41:03,2020-04-01
3d036b62-a998-44f8-a82a-d3e6efd69d0e,US,2017-04-29,2020-01-09,40611.27,71200.0,0.0507,2020-02-12 23:33:14,
29a83f7b-ad52-4b07-bd22-b0c047a0ddf7,US,2018-08-13,2020-01-02,13713.74,15500.0,0.0792,,
88d4c826-7533-4542-a531-3bf280308d0c,US,2018-02-11,2020-01-15,6251.49,5800.0,0.0706,,
0582f6b4-9fab-48af-bfa9-62c3d231fc99,US,2018-07-26,,,,,,
630d65a7-2884-4d13-b865-8b727cec0bd2,UK,2016-02-04,2020-01-17,2328.06,2600.0,0.0656,,
86f68dba-ff15-46ed-bca0-87c3fe16918e,US,2015-10-20,2020-01-22,40198.21,21900.0,0.0481,,
a91453bc-9b8c-4004-b487-fcd14f425f8d,US,2019-09-12,2020-01-24,1512.93,1700.0,0.0753,2020-02-02 19:45:29,2020-02-12
574d848d-0e15-492a-9e0f-4045707d1ea6,US,2017-06-21,2020-01-10,1573.55,2300.0,0.0723,2020-01-17 20:43:54,
5b379916-2357-4caf-be0c-5dc6996be8cd,US,2016-09-28,,,,,,
fa542dd7-b499-42c0-8bd2-667a5fff4b73,US,2019-09-24,2020-01-05,98479.36,170100.0,0.0782,2020-03-03 04:52:56,
a9a4c2e3-578a-4884-a228-90f4cdc9a354,US,2017-02-17,2020-01-06,6375.0,1700.0,0.0781,2020-01-25 02:26:42,2020-02-07
fd741bed-c14f-4c40-8894-a4e8f6eea0e9,UK,2019-05-11,2020-01-17,1514.4,1800.0,0.0677,2020-01-21 02:20:11,
947d3677-99c9-4f50-8808-397a902e570a,US,2017-10-31,2020-01-08,14300.86,15600.0,0.0728,,
55437ad0-1208-4111-8701-c9cea65c2e4e,US,2017-06-25,,,,,,
219ba31c-d6ad-4264-b631-6d6e560dd6a8,UK,2019-07-03,,,,,,
a48ba045-530a-4792-a6f3-7f80c486f8b8,,2018-07-05,2020-01-23,1500.0,1800.0,0.0713,,
0094afb8-70ac-4cb5-9d66-1f443585d562,US,,2020-01-30,2198.99,3400.0,0.0474,2020-02-29 10:01:59,2020-03-10
be593baf-be63-4b43-909f-b4039e602ecc,US,2018-01-28,2020-01-17,146662.46,163400.0,0.0805,,
6a4d8843-3a6f-483f-99b5-b82c1f865530,UK,2017-02-08,,,,,,
28595e19-6ba1-4860-9b03-289243d4f107,US,2019-01-16,,,,,,
09dce355-a762-430a-9148-6f39f8e44c8d,US,2016-11-11,,,,,,
343530cb-4fc2-45d5-945e-a88ffe580934,UK,2017-02-01,2020-01-27,1955.06,3200.0,0.0501,2020-02-10 04:20:32,
0b557a56-9004-4430-b376-8bcdd9fda70d,US,2018-12-08,,,,,,
91a4620b-fe01-4ecd-94f1-aaef48f500ff,UK,2017-10-27,2020-01-06,1500.08,2200.0,0.0876,,
d7be3474-415e-4daa-8f79-769ef02a0502,US,2019-07-01,,,,,,
fdfb8124-8310-408b-8570-eff6e1645d60,UK,2017-04-14,,,,,,
d18045fc-f832-4533-8122-d03357a1d834,UK,2018-12-25,2020-01-26,128812.09,177700.0,0.0639,2020-02-05 05:24:05,2020-03-14
c82c2fa5-26cb-4ae7-9187-395276dcc2c8,US,2016-12-15,2020-01-25,2458.43,3800.0,0.0415,,
3a2956c8-218d-4651-b01c-9f750bd63a08,US,2018-04-02,2020-01-27,4243.55,5000.0,0.0613,2020-01-27 11:42:53,
446e4ce8-2158-4849-8e3a-c62fc6f32c19,UK,2019-02-01,2020-01-26,37266.87,24700.0,0.0535,,
2b07027d-b383-4316-82ba-f58605d2174a,US,2019-06-05,2020-01-15,5089.47,8000.0,0.0808,2020-02-18 17:36:14,2020-03-24
68b54793-6b4b-47a1-9d3a-6a530e1490ff,US,2018-12-10,2020-01-31,1501.82,700.0,0.0737,,
9c534193-c353-41db-82c5-1907c2419fb2,US,2019-09-29,2020-01-19,17785.62,10800.0,0.061,,
c92812aa-6897-45d5-8ad3-42c2674713b9,US,2018-05-28,2020-01-04,2133.06,2900.0,0.0617,2020-01-19 18:36:29,2020-01-21
a51594b8-2bdc-49cb-b2d5-ba63e8c31c83,US,2018-06-09,,,,,,
2525858a-824f-48d1-b344-c3a3e11fcd4a,US,2019-02-25,2020-01-24,26313.66,13100.0,0.0832,,
0321cda3-6abb-440c-87ce-f08dbf14fec5,US,2018-06-24,,,,,,
14dfba59-a1bd-408e-b1a5-a9ded4a3fb47,US,2018-03-28,2020-01-19,6308.65,9600.0,0.0531,2020-01-20 03:09:11,2020-02-08
519e7cb0-201b-400f-b0cb-4c22664f7510,US,2019-02-03,,,,,,
366f2a5d-9e7b-4e8d-9c7c-953aad9e1fc5,US,2018-01-05,,,,,,
5b4080e5-cd1e-48a6-834e-c44eb8da1e8a,US,2018-03-13,2020-01-07,81749.86,124500.0,0.0533,2020-01-12 08:42:08,
2afcb46b-e382-483d-a78b-55acb41ef75d,UK,2017-10-16,2020-01-30,50278.03,71000.0,0.0716,,
a1e1f692-c37a-458d-b0c6-bdc833fdeb00,UK,2017-05-19,2020-01-26,5188.66,2300.0,0.0543,2020-02-09 15:24:40,2020-02-09
47b44ed3-31ef-49b0-9d41-7c26c3fd2d52,US,2016-09-24,2020-01-07,1507.23,1900.0,0.0723,2020-01-10 04:23:48,2020-01-20
4cc7c73a-bc26-4535-9e13-da35a243b3c2,US,2016-10-27,2020-01-03,17491.9,17700.0,0.0594,,
0b47dfba-0a1b-498d-83bc-697e5e78431e,US,2018-11-01,,,,,,
6d68bb7c-ac4e-4eb6-89cf-c6f1d26a2202,US,2018-02-01,,,,,,
3129c171-8ce1-425c-bad0-9ecbc22e787c,US,2015-12-30,2020-01-22,4653.37,4000.0,0.07,2020-04-02 18:16:04,2020-04-07
80e72178-4938-49c1-a3e2-226b5e43f5e6,US,2018-08-14,,,,,,
0ab9b6e7-449d-4ddc-b14a-95bc634220be,US,2018-01-16,2020-01-31,2421.58,3700.0,0.0642,2020-02-26 14:02:38,2020-03-17
cfd05407-3c4e-410d-a0c9-e03216397470,UK,2018-09-01,2020-01-24,127108.75,80600.0,0.0828,2020-02-07 04:02:11,
8f9b3868-2e7b-4a17-9b1a-8554972bed24,US,2018-10-15,2020-01-09,2143.17,2800.0,0.0759,,
79a38612-af45-4c0f-996d-128f4cc21bd7,US,2018-08-07,2020-01-21,1500.0,1700.0,0.0606,2020-02-15 22:24:34,2020-03-08
a132facc-7bb2-43ae-843b-30729e61057b,US,2018-09-22,2020-01-08,27967.66,13500.0,0.0687,2020-01-26 14:27:04,2020-02-01
88ccb69a-a52f-4ed2-8d0e-23a92d590990,US,2019-03-23,2020-01-31,1620.03,500.0,0.0748,,
6cf32950-a4a6-45ea-8afe-90fd5a929766,US,2019-03-03,2020-01-28,1505.8,1000.0,0.0758,2020-01-30 19:19:16,
90e66da6-f15c-400a-84c7-9cd3b3dbd1a6,US,2017-02-24,2020-01-03,1500.01,2500.0,0.0714,2020-02-16 15:58:28,
5c8c29b3-670e-4e1a-a6fa-b55ffdce91d1,US,2017-04-22,2020-01-07,2690.13,1300.0,0.0872,,
87090234-267f-4122-bbf4-5e52cc7b78bf,US,2019-01-13,2020-01-12,13006.79,16200.0,0.0628,,
d16a4aec-f28e-480c-9d27-485fbeba4cea,US,2019-02-03,2020-01-24,3311.5,4200.0,0.0673,,
cdcceebf-c9bf-49c6-9a1b-ae12d3fcbcb2,US,2017-10-08,,,,,,
aba10b05-239e-463b-af8c-39482f305611,US,2019-04-14,2020-01-09,1500.17,2200.0,0.0681,2020-01-20 08:17:03,2020-01-25
4757433d-8ca6-4a3a-81c4-e57fc5da1e1c,US,2018-04-29,,,,,,
be13df79-cbbe-454f-88bd-295a1aef030f,,2019-07-01,,,,,,
40efb5a8-25ec-46a2-87e7-ec8c7e1ba89e,US,2016-05-21,2020-01-30,1721.38,1900.0,0.0805,2020-02-04 04:27:04,2020-03-09
9e7251a2-3b33-4029-a8b6-544088159850,US,2019-03-23,2020-01-01,13554.02,9400.0,0.0869,,
1782008d-9a34-42dd-8599-62414fd1cedc,US,2019-06-02,2020-01-18,128283.3,100600.0,0.0629,2020-01-19 12:42:16,
a9146150-87c8-4bc8-be6c-dceddd88c87b,US,2016-09-23,2020-01-30,34885.92,14500.0,0.0772,2020-02-17 23:25:20,2020-03-18
31f6410a-f8cd-4719-8bd1-8678732961f9,US,2015-04-15,2020-01-16,3934.39,3600.0,0.0609,,
2a2df30c-95b0-4b77-85d6-f6c6b40d3dff,UK,2018-04-20,2020-01-19,17328.41,11200.0,0.0504,,
176fa802-59cb-4f24-9a6d-0a56def24ff6,US,2018-04-17,2020-01-11,1500.25,1900.0,0.0756,,
7dde1538-cf58-49ab-a7ae-fc622a8b5960,UK,2017-07-15,2020-01-19,3045.06,2500.0,0.0553,,
4020886c-f4b2-4d5d-a578-7ddef08d8f44,US,2019-03-18,,,,,,
3ff4a76a-5966-4262-a219-526a30bac25a,US,2017-07-27,2020-01-28,28403.2,31300.0,0.0523,,
71f048c1-499d-4d6b-9fe3-fe5511d86aa9,US,2017-12-07,2020-01-03,3667.44,4000.0,0.0739,,
8c93247d-a1ce-4042-a8c7-769006e50002,US,,2020-01-23,9793.9,5100.0,0.0666,,
c7bf9bc4-0e2a-47ed-aabd-f6249cfc2f17,US,2016-10-23,2020-01-07,1503.06,1900.0,0.0469,2020-01-11 06:43:39,2020-01-26
454909df-3695-4922-9593-eb8947a4dd77,US,2017-08-20,,,,,,
f84abd3c-0437-4370-9d19-c0eb8eacda6a,US,2019-02-08,2020-01-25,1535.16,2100.0,0.0458,,
5f4413ef-3e45-4489-8adb-61d0c74ebd41,UK,2016-11-16,2020-01-02,146040.73,271600.0,0.0652,2020-01-04 08:35:25,
f121eacb-c32f-4396-b4c6-76b6adddb64f,US,2016-02-04,2020-01-13,2161.03,1700.0,0.0634,,
0ae409b9-4ce2-4a45-9415-5443053255c3,US,2017-03-31,,,,,,
f2a7640f-e990-4854-85c5-5927ea17dee8,US,2018-09-04,2020-01-11,17567.94,6500.0,0.0743,,
6241850c-8586-4fc5-a2a3-b6961e18280e,US,2016-09-18,2020-01-30,10469.76,16100.0,0.0709,2020-02-26 17:24:11,2020-03-06
c29895f9-6f62-4d54-949a-e0544f66845a,,2017-12-25,2020-01-29,71346.72,59400.0,0.0574,2020-03-09 10:19:53,
f02d4eca-57f3-4f9f-8063-74f7b564079d,US,2017-10-20,2020-01-15,1522.33,1800.0,0.044,,
591485cd-3fc8-4285-bf4f-e06329b4eae3,UK,2017-12-06,2020-01-17,1505.66,1400.0,0.0578,,
e7e1f153-2b0a-4699-a423-b0ef53c2c495,US,2015-09-20,2020-01-12,1992.77,3900.0,0.0666,2020-02-22 02:43:48,2020-03-01
b81b1fac-ebd2-400f-825c-acca4fa73b41,US,2016-05-31,,,,,,
424fac51-ee89-470b-a217-c2f38edece35,UK,2018-04-06,2020-01-04,9584.23,10200.0,0.0477,,
7c4f2750-55cd-4bdd-85be-89e1ef7fd870,UK,2019-08-15,2020-01-08,67810.44,83100.0,0.0687,2020-03-21 12:24:51,2020-04-03
232fd0a5-78ca-4a19-8675-a6aae9b27227,US,2016-07-14,2020-01-27,12890.98,6800.0,0.061,2020-03-03 05:00:46,
37bebbe2-901a-4a30-8f35-b795070875db,US,2015-12-02,2020-01-29,2014.65,3000.0,0.0739,,
c6c2cf26-2128-474a-a586-c241a027f6f5,US,2017-07-15,,,,,,
8c6d0b31-c70a-401f-aaf5-5fc788413707,US,2019-07-13,2020-01-10,24571.23,16300.0,0.0812,,
fa069cc1-8376-43c6-b178-eeb9a350ebbe,US,2019-03-11,2020-01-21,62515.52,40300.0,0.0753,2020-02-02 01:10:05,
aa72b8d6-1d1b-4433-a7f7-22cfd139ee4b,US,2017-07-16,2020-01-05,1955.17,2500.0,0.0821,,
36efd357-3bd5-4437-851d-1fa3adeef01b,UK,2019-09-03,2020-01-25,1504.35,2300.0,0.0537,2020-01-27 10:26:18,2020-02-02
95649aae-3a20-4981-a184-0a466322dd83,US,2018-03-29,,,,,,
461cdfb9-4571-4f82-8af9-4238aca4d372,US,2018-04-13,2020-01-02,2013.99,2200.0,0.0525,,
fb8fec93-60f3-4462-8891-f1195741e2a0,US,2017-09-08,2020-01-03,6892.9,3500.0,0.0636,,
f25d9984-5712-4c21-b93d-e40b631426be,US,2017-11-06,,,,,,
02e8ed3f-2cbd-4a7c-94ee-492b53abf03d,US,2018-08-06,2020-01-16,1970.31,1700.0,0.058,2020-01-26 17:10:53,2020-02-18
e43b0410-5ca5-4d33-804f-77bce002a68d,US,2017-04-03,2020-01-12,113752.21,188600.0,0.0823,2020-04-16 13:48:08,2020-04-26
ab1c1da7-5fd3-4193-8771-684c09461a82,US,2017-06-09,2020-01-03,27372.9,15100.0,0.0747,2020-01-28 13:05:51,2020-02-09
9b706206-f419-428b-b992-9b1b9e036de7,US,2017-08-01,,,,,,
c99eaa93-813b-475e-aeba-5e50c2e05b46,US,2019-07-16,,,,,,
335c9064-fadf-434d-a510-e1df73b13e1d,UK,2018-01-08,2020-01-17,10383.4,9300.0,0.0699,2020-01-27 07:40:15,2020-03-10
1e0f7b36-02a1-4c86-bbf3-007642170a07,US,2016-01-17,,,,,,
5c362a45-4312-41e6-8728-00ed69a3da53,US,2018-08-10,2020-01-12,66348.94,95200.0,0.0745,2020-01-20 14:56:06,2020-01-25
7c09850c-fca8-4984-8eb4-508587d77589,UK,2019-01-30,2020-01-06,11263.12,4300.0,0.0823,,
a5a8bada-51d5-4629-a39e-b1b16368eeeb,US,2018-05-21,2020-01-10,11754.69,14100.0,0.0509,,
